pairnum,IP,trial,display,label
17,74.74.166.82,26,3,zopudon
17,74.74.166.82,27,1,zop
17,74.74.166.82,28,0,zopekil
17,74.74.166.82,29,0,zopekil
17,74.74.166.82,30,2,zopudon
17,74.74.166.82,31,1,zopekil
17,74.74.166.82,32,0,zopekil
17,50.150.62.48,1,1,zopekil
17,50.150.62.48,2,0,zopekil
17,50.150.62.48,3,1,zop
17,50.150.62.48,4,0,zop
17,50.150.62.48,5,0,zop
17,50.150.62.48,6,0,zop
17,50.150.62.48,7,1,zop
17,50.150.62.48,8,0,zop
17,50.150.62.48,9,0,zopekil
17,50.150.62.48,10,3,zop
17,50.150.62.48,11,1,zop
17,50.150.62.48,12,0,zopekil
17,50.150.62.48,13,1,zop
17,50.150.62.48,14,0,zopekil
17,50.150.62.48,15,2,zopudon
17,50.150.62.48,16,0,zop
17,50.150.62.48,17,1,zopekil
17,50.150.62.48,18,0,zopekil
17,50.150.62.48,19,3,zopudon
17,50.150.62.48,20,1,zop
17,50.150.62.48,21,1,zop
17,50.150.62.48,22,2,zop
17,50.150.62.48,23,3,zop
17,50.150.62.48,24,1,zop
17,50.150.62.48,25,1,zop
17,50.150.62.48,26,1,zop
17,50.150.62.48,27,0,zop
17,50.150.62.48,28,0,zop
17,50.150.62.48,29,2,zop
17,50.150.62.48,30,1,zop
17,50.150.62.48,31,3,zop
17,50.150.62.48,32,2,zopudon
18,50.153.162.232,1,1,zopekil
18,50.153.162.232,2,3,zopudon
18,50.153.162.232,3,0,zopekil
18,50.153.162.232,4,1,zopekil
18,50.153.162.232,5,0,zopekil
18,50.153.162.232,6,0,zop
18,50.153.162.232,7,1,zop
18,50.153.162.232,8,1,zop
18,50.153.162.232,9,0,zopekil
18,50.153.162.232,10,2,zopudon
18,50.153.162.232,11,1,zop
18,50.153.162.232,12,0,zop
18,50.153.162.232,13,3,zopudon
18,50.153.162.232,14,3,zop
18,50.153.162.232,15,1,zop
18,50.153.162.232,16,1,zopekil
18,50.153.162.232,17,2,zopudon
18,50.153.162.232,18,2,zopudon
18,50.153.162.232,19,3,zop
18,50.153.162.232,20,0,zop
18,50.153.162.232,21,0,zop
18,50.153.162.232,22,1,zop
18,50.153.162.232,23,1,zop
18,50.153.162.232,24,0,zop
18,50.153.162.232,25,1,zop
18,50.153.162.232,26,1,zop
18,50.153.162.232,27,0,zop
18,50.153.162.232,28,1,zop
18,50.153.162.232,29,2,zopudon
18,50.153.162.232,30,0,zop
18,50.153.162.232,31,0,zop
18,50.153.162.232,32,0,zop
18,65.183.140.246,1,3,zopudon
18,65.183.140.246,2,0,zopekil
18,65.183.140.246,3,3,zopudon
18,65.183.140.246,4,1,zopekil
18,65.183.140.246,5,1,zop
18,65.183.140.246,6,2,zop
18,65.183.140.246,7,0,zop
18,65.183.140.246,8,0,zop
18,65.183.140.246,9,2,zopudon
18,65.183.140.246,10,1,zop
18,65.183.140.246,11,1,zop
18,65.183.140.246,12,0,zop
18,65.183.140.246,13,0,zop
18,65.183.140.246,14,1,zop
18,65.183.140.246,15,2,zop
18,65.183.140.246,16,1,zop
18,65.183.140.246,17,1,zop
18,65.183.140.246,18,0,zop
18,65.183.140.246,19,1,zop
18,65.183.140.246,20,0,zop
18,65.183.140.246,21,2,zop
18,65.183.140.246,22,0,zop
18,65.183.140.246,23,0,zop
18,65.183.140.246,24,0,zop
18,65.183.140.246,25,1,zop
18,65.183.140.246,26,3,zopudon
18,65.183.140.246,27,3,zopudon
18,65.183.140.246,28,1,zop
18,65.183.140.246,29,1,zop
18,65.183.140.246,30,1,zop
18,65.183.140.246,31,0,zop
18,65.183.140.246,32,0,zop
19,24.167.83.155,1,1,zopekil
19,24.167.83.155,2,3,zopudon
19,24.167.83.155,3,3,zopudon
19,24.167.83.155,4,1,zopekil
19,24.167.83.155,5,2,zopudon
19,24.167.83.155,6,1,zopekil
19,24.167.83.155,7,0,zopekil
19,24.167.83.155,8,0,zopekil
19,24.167.83.155,9,1,zopekil
19,24.167.83.155,10,0,zopekil
19,24.167.83.155,11,0,zopekil
19,24.167.83.155,12,1,zopekil
19,24.167.83.155,13,0,zopekil
19,24.167.83.155,14,0,zopekil
19,24.167.83.155,15,1,zopekil
19,24.167.83.155,16,2,zopudon
19,24.167.83.155,17,0,zopekil
19,24.167.83.155,18,1,zopekil
19,24.167.83.155,19,2,zopudon
19,24.167.83.155,20,0,zopekil
19,24.167.83.155,21,0,zopekil
19,24.167.83.155,22,0,zopekil
19,24.167.83.155,23,1,zopekil
19,24.167.83.155,24,3,zopudon
19,24.167.83.155,25,1,zopekil
19,24.167.83.155,26,1,zopekil
19,24.167.83.155,27,2,zopudon
19,24.167.83.155,28,1,zopekil
19,24.167.83.155,29,1,zopekil
19,24.167.83.155,30,0,zopekil
19,24.167.83.155,31,3,zopudon
19,24.167.83.155,32,0,zopekil
19,38.88.53.50,1,1,zopekil
19,38.88.53.50,2,1,zopekil
19,38.88.53.50,3,1,zopekil
19,38.88.53.50,4,0,zopekil
19,38.88.53.50,5,0,zopekil
19,38.88.53.50,6,0,zopekil
19,38.88.53.50,7,0,zopekil
19,38.88.53.50,8,2,zopudon
19,38.88.53.50,9,3,zopudon
19,38.88.53.50,10,1,zopekil
19,38.88.53.50,11,1,zopekil
19,38.88.53.50,12,1,zopekil
19,38.88.53.50,13,0,zopekil
19,38.88.53.50,14,0,zopekil
19,38.88.53.50,15,0,zopekil
19,38.88.53.50,16,0,zopekil
19,38.88.53.50,17,1,zopekil
19,38.88.53.50,18,1,zopekil
19,38.88.53.50,19,1,zopekil
19,38.88.53.50,20,3,zopudon
19,38.88.53.50,21,2,zopudon
19,38.88.53.50,22,1,zopekil
19,38.88.53.50,23,0,zopekil
19,38.88.53.50,24,0,zopekil
19,38.88.53.50,25,1,zopekil
19,38.88.53.50,26,3,zopudon
19,38.88.53.50,27,2,zopudon
19,38.88.53.50,28,3,zopudon
19,38.88.53.50,29,0,zopekil
19,38.88.53.50,30,1,zopekil
19,38.88.53.50,31,0,zopekil
19,38.88.53.50,32,2,zopudon
20,24.20.229.200,1,2,zop
20,24.20.229.200,2,3,zopudon
20,24.20.229.200,3,0,zop
20,24.20.229.200,4,3,zopudon
20,24.20.229.200,5,1,zopekil
20,24.20.229.200,6,1,zop
20,24.20.229.200,7,0,zop
20,24.20.229.200,8,1,zop
20,24.20.229.200,9,0,zop
20,24.20.229.200,10,0,zop
20,24.20.229.200,11,0,zop
20,24.20.229.200,12,1,zop
20,24.20.229.200,13,2,zopudon
20,24.20.229.200,14,1,zop
20,24.20.229.200,15,1,zop
20,24.20.229.200,16,0,zop
20,24.20.229.200,17,0,zop
20,24.20.229.200,18,2,zopudon
20,24.20.229.200,19,0,zop
20,24.20.229.200,20,1,zop
20,24.20.229.200,21,1,zop
20,24.20.229.200,22,0,zop
20,24.20.229.200,23,2,zopudon
20,24.20.229.200,24,1,zop
20,24.20.229.200,25,0,zop
20,24.20.229.200,26,1,zop
20,24.20.229.200,27,1,zop
20,24.20.229.200,28,3,zopudon
20,24.20.229.200,29,1,zop
20,24.20.229.200,30,0,zop
20,24.20.229.200,31,3,zopudon
20,24.20.229.200,32,0,zop
20,74.87.33.130,1,1,zopekil
20,74.87.33.130,2,2,zopudon
20,74.87.33.130,3,0,zop
20,74.87.33.130,4,3,zopudon
20,74.87.33.130,5,0,zop
20,74.87.33.130,6,3,zopudon
20,74.87.33.130,7,1,zop
20,74.87.33.130,8,0,zop
20,74.87.33.130,9,0,zop
20,74.87.33.130,10,0,zop
20,74.87.33.130,11,3,zopudon
20,74.87.33.130,12,1,zop
20,74.87.33.130,13,1,zop
20,74.87.33.130,14,0,zop
20,74.87.33.130,15,1,zop
20,74.87.33.130,16,3,zopudon
20,74.87.33.130,17,1,zop
20,74.87.33.130,18,1,zop
20,74.87.33.130,19,1,zop
20,74.87.33.130,20,0,zop
20,74.87.33.130,21,0,zop
20,74.87.33.130,22,0,zop
20,74.87.33.130,23,1,zop
20,74.87.33.130,24,0,zop
20,74.87.33.130,25,1,zop
20,74.87.33.130,26,2,zopudon
20,74.87.33.130,27,1,zop
20,74.87.33.130,28,2,zopudon
20,74.87.33.130,29,0,zop
20,74.87.33.130,30,0,zop
20,74.87.33.130,31,1,zop
20,74.87.33.130,32,2,zopudon
